id,quality,description,total_attr_value,total_sum,monster_id,mintmark_class
41562,5,卡迪专属全能刻印,28 20 0 20 22 68,158,3850,
41563,5,牌灵·花专属全能刻印,0 24 32 24 24 72,176,3851,
41564,5,收割机专属全能刻印,28 20 0 20 20 68,156,3852,
41565,5,银雷天龙专属全能刻印,35 23 0 23 26 75,182,3853,
41566,5,瓜瓜专属全能刻印,25 20 0 20 20 65,150,3854,
41567,5,卡迪亚专属全能刻印,30 24 0 24 24 72,174,3855,
41568,5,月照·流云专属全能刻印,0 24 38 24 24 74,184,3857,
41569,5,黛西专属全能刻印,0 24 35 24 24 75,182,3858,
41570,5,谷雨专属全能刻印,0 24 32 24 24 72,176,3859,
41571,5,拉斯塔特专属全能刻印,32 24 0 24 24 72,176,3860,
41572,5,月照·雪芙专属全能刻印,0 24 35 24 25 75,183,3861,
41573,5,狂石绝影,35 30 0 30 25 95,215,,38
41574,5,凝神归元,50 25 0 25 30 85,215,,38
41575,5,厄夜惊雷,45 25 0 25 35 85,215,,38
41576,5,血魄契印,0 25 45 25 30 90,215,,38
41577,5,极影暗光,40 35 0 35 25 80,215,,38
41578,5,戾专属全能刻印,30 22 0 22 24 70,168,3863,
41579,5,戾专属全能刻印S,30 22 0 22 24 70,168,3863,
41580,5,圣念·卡迪亚专属全能刻印,35 25 0 25 25 75,185,3864,
41581,5,希瓦专属全能刻印,38 24 0 24 24 78,188,3865,
41582,5,月照星魂专属全能刻印,0 24 38 24 24 78,188,3866,
41583,5,暗岩·格莱奥丹专属全能刻印,32 24 0 24 24 80,184,3867,
41584,5,鲁迪诺加斯专属全能刻印,32 24 0 24 24 75,179,3868,
41585,5,牌灵·发专属全能刻印,0 24 32 24 24 72,176,3869,
41586,5,暗瞳·魔眼凯兮专属全能刻印,0 25 35 25 25 75,185,3870,
41587,5,诺薇娅专属全能刻印,0 24 30 24 24 70,172,3873,
41588,5,亚伦德专属全能刻印,0 24 35 24 24 75,182,3874,
41589,5,暗战·艾辛格斯专属全能刻印,40 24 0 24 24 75,187,3875,
41590,5,伽玛·悍刀专属全能刻印,35 24 0 24 24 75,182,3876,
41591,5,小满专属全能刻印,0 24 32 24 24 72,176,3878,
41592,5,暗霆·伊修兰迪专属全能刻印,38 24 0 24 26 75,187,3879,
41593,5,伽玛·千花专属全能刻印,0 24 35 24 24 78,185,3880,
41594,5,蛊专属全能刻印,30 22 0 22 22 70,166,3881,
41595,5,蛊专属全能刻印S,30 22 0 22 22 70,166,3881,
41596,5,姗姗专属全能刻印,32 24 0 24 24 78,182,3882,
41597,5,暗夜·诺伊尔顿专属全能刻印,35 24 0 24 25 78,186,3883,
41598,5,炽寒妖兽专属全能刻印,0 24 35 24 24 75,182,3884,
41599,5,摇滚兔专属全能刻印,0 24 32 24 24 72,176,3885,
41600,5,冰魄·柯尔德专属全能刻印,35 25 0 25 25 78,188,3886,
41601,5,伽玛·鬼雀专属全能刻印,0 24 35 24 24 75,182,3887,
41602,5,凌波清芙专属全能刻印,0 25 35 25 25 78,188,3888,
41603,5,未来·布布种子专属全能刻印,0 20 30 20 20 70,160,3889,
41604,5,未来·小火猴专属全能刻印,30 20 0 20 25 70,165,3890,
41605,5,未来·伊优专属全能刻印,30 23 0 23 23 70,169,3891,
41606,5,十年·筑梦,50 30 0 30 43 92,245,,39
41607,5,十年·磨砺,0 30 50 30 43 92,245,,39
41608,5,十年·光阴,65 30 0 30 32 88,245,,39
41609,5,十年·成长,0 30 65 30 32 88,245,,39
41610,5,十年·新生,36 32 0 32 25 130,255,,39
41611,5,十年·同舟,0 32 36 32 25 130,255,,39
41612,5,十年·热爱,27 50 0 50 28 90,245,,39
41613,5,十年·再续,0 50 27 50 28 90,245,,39
41614,5,阿芙专属全能刻印,0 24 32 24 24 72,176,3892,
41615,5,伽玛·夜煞专属全能刻印,35 24 0 24 24 78,185,3893,
41616,5,千裳专属全能刻印,0 24 35 24 24 78,185,3894,
41617,5,艾斯德诺专属全能刻印,0 24 35 24 24 75,182,3895,
41618,5,伽玛星魂专属全能刻印,35 25 0 25 25 78,188,3896,
41619,5,瑰拉专属全能刻印,35 24 0 24 24 75,182,3897,
41620,5,光天使·杰洛恩专属全能刻印,0 24 35 24 24 75,182,3898,
41621,5,妮娜专属全能刻印,0 24 32 24 24 72,176,3899,
41622,5,魍专属全能刻印,0 22 30 22 22 70,166,3900,
41623,5,魍专属全能刻印S,0 22 30 22 22 70,166,3900,
41624,5,岗岩巨兽专属全能刻印,35 30 0 30 20 75,190,3902,
41625,5,巡逻者T1专属全能刻印,30 22 0 22 22 70,166,3904,
41626,5,捷莉专属全能刻印,0 24 32 24 24 75,179,3905,
41627,5,护卫者P2专属全能刻印,0 22 30 22 20 75,169,3906,
41628,5,缚影·炼狱魔神专属全能刻印,32 24 0 24 24 85,189,3907,
41629,5,魉专属全能刻印,30 22 0 22 22 70,166,3909,
41630,5,魉专属全能刻印S,30 22 0 22 22 70,166,3909,
41631,5,欧维恩专属全能刻印,35 25 0 25 25 75,185,3910,
41632,5,追击者M3专属全能刻印,30 22 0 22 22 70,166,3911,
41633,5,阿尔法熊专属全能刻印,35 24 0 24 24 75,182,3912,
41634,5,挽·荒城守护,40 25 0 25 25 75,190,,29
41635,5,挽·无色废墟,0 25 40 25 25 75,190,,29
41636,5,挽·草木知威,35 20 0 20 20 85,180,,29
41637,5,挽·无恙之处,0 20 35 20 20 85,180,,29
41638,5,挽·不逝之殇,30 30 0 30 20 75,185,,29
41639,5,变形者C4专属全能刻印,30 22 0 22 22 70,166,3913,
41640,5,朝颜专属全能刻印,0 24 35 24 24 75,182,3914,
41641,5,辰坤·苍焱专属全能刻印,38 25 0 25 25 75,188,3915,
41642,5,逝灵尘专属全能刻印,32 24 0 24 24 75,179,3917,
41643,5,露希安专属全能刻印,0 24 35 24 24 72,179,3919,
41644,5,蜜雪儿专属全能刻印,0 24 35 24 24 75,182,3920,
41645,5,泰坦之力S,41 28 0 28 27 65,189,,17
41646,5,泰坦之心S,21 43 0 43 22 68,197,,17
41647,5,泰坦之光S,0 43 21 43 22 68,197,,17
41648,5,泰坦之魂S,0 28 41 28 27 65,189,,17
41649,5,泰坦之魄S,30 28 0 28 28 76,190,,17
41650,5,泰坦之威S,0 28 30 28 28 76,190,,17
41651,5,埃妍纳专属全能刻印,0 24 35 24 24 80,187,3921,
41652,5,呱太郎专属全能刻印,32 24 0 24 24 75,179,3922,
41653,5,鬼剑罗刹专属全能刻印,35 24 0 24 24 75,182,3923,
41654,5,凛戾·寂灭魔神专属全能刻印,38 25 0 25 25 78,191,3924,
41655,5,帕菲菲专属全能刻印,0 22 30 22 22 70,166,3925,
41656,5,极寒魔兽专属全能刻印,0 24 35 24 24 78,185,3926,
41657,5,极炎魔兽专属全能刻印,38 24 0 24 24 75,185,3927,
41658,5,双琬专属全能刻印,32 24 0 24 24 72,176,3928,
41659,5,夕颜专属全能刻印,35 24 0 24 24 75,182,3929,
41660,5,窸专属全能刻印,30 22 0 22 22 70,166,3930,
41661,5,窸专属全能刻印S,30 22 0 22 22 70,166,3930,
41662,5,狇伐专属全能刻印,28 23 0 23 23 68,165,3931,
41663,5,墨影星魂专属全能刻印,0 25 35 25 25 78,188,3932,
41664,5,离歌专属全能刻印,0 24 32 24 24 72,176,3933,
41665,5,极鳞魔兽专属全能刻印,40 24 0 24 24 72,184,3935,
41666,5,云晔专属全能刻印,35 24 0 24 24 75,182,3937,
41667,5,圣骑·赫里斯专属全能刻印,0 24 35 24 24 78,185,3938,
41668,5,贝瑶专属全能刻印,35 24 0 24 24 75,182,3939,
41669,5,鬼神无双·吕布专属全能刻印,40 25 0 25 25 75,190,3940,
41670,5,混沌暗王霍德尔专属全能刻印,0 25 35 25 25 78,188,3941,
41671,5,丽娜菲专属全能刻印,0 24 32 24 24 75,179,3942,
41672,5,沐沐专属全能刻印,0 25 25 25 20 65,160,3943,
41673,5,翊专属全能刻印,0 22 30 22 22 70,166,3944,
41674,5,翊专属全能刻印S,0 22 30 22 22 70,166,3944,
41675,5,屠戮·毁灭魔神专属全能刻印,32 25 0 25 25 80,187,3945,
41676,5,灯神祝福,40 30 0 30 35 80,215,,40
41677,5,鹰眼祝福,0 30 40 30 35 80,215,,40
41678,5,昆仑祝福,55 25 0 25 30 80,215,,40
41679,5,寒冰祝福,0 25 55 25 30 80,215,,40
41680,5,愚人祝福,40 25 0 25 25 100,215,,40
41681,5,沙人祝福,0 25 40 25 25 100,215,,40
41682,3,伪装祝福,0 60 0 60 0 95,215,,40
41683,5,辛西娅娜专属全能刻印,32 24 0 24 25 75,180,3946,
41684,5,奥德迪斯专属全能刻印,0 24 32 24 20 85,185,3947,
41685,5,超维暴龙专属全能刻印,0 22 30 22 22 70,166,3948,
41686,5,余罪魔女专属全能刻印,0 25 38 25 25 78,191,3949,
41687,5,奇佐郭嘉专属全能刻印,0 24 35 24 24 78,185,3950,
41688,5,零度冰骑专属全能刻印,0 24 32 24 24 75,179,3951,
41689,5,噬雷狂兽专属全能刻印,36 24 0 24 26 72,182,3953,
41690,5,枫眠专属全能刻印,0 24 35 24 24 75,182,3954,
41691,5,驳专属全能刻印,30 22 0 22 22 70,166,3955,
41692,5,驳专属全能刻印S,30 22 0 22 22 70,166,3955,
41693,5,古晞三叶专属全能刻印,0 24 32 24 24 75,179,3958,
41694,5,飒雷·喵佐专属全能刻印,32 24 0 24 24 72,176,3959,
41695,5,冠绝神龙专属全能刻印,32 24 0 24 24 72,176,3960,
41696,5,极影魔兽专属全能刻印,35 22 0 22 30 72,181,3961,
41697,5,极岳魔兽专属全能刻印,30 30 0 30 20 75,185,3962,
41698,5,兔兔仙子专属全能刻印,0 24 32 24 24 72,176,3963,
41699,5,辛专属全能刻印,38 25 0 25 25 78,191,3964,
41700,5,V10-01,52 30 0 30 43 95,250,,39
41701,5,V10-02,0 30 52 30 43 95,250,,39
41702,5,V10-03,65 30 0 30 33 92,250,,39
41703,5,V10-04,0 30 65 30 33 92,250,,39
41704,5,V10-05,40 32 0 32 26 130,260,,39
41705,5,V10-06,0 32 40 32 26 130,260,,39
41706,5,V10-07,30 50 0 50 30 90,250,,39
41707,5,V10-08,0 50 30 50 30 90,250,,39
41708,5,闭月之姿·貂蝉专属全能刻印,35 24 0 24 24 75,182,3965,
41709,5,懒惰·斯洛斯专属全能刻印,0 24 35 24 24 78,185,3966,
41710,5,伊塞维特专属全能刻印,32 24 0 24 24 75,179,3967,
41711,5,蛟专属全能刻印,25 28 0 28 20 70,171,3968,
41712,5,蛟专属全能刻印S,25 28 0 28 20 70,171,3968,
41713,5,狂斩·阿内斯专属全能刻印,35 24 0 24 24 75,182,3970,
41714,5,蛮荒之鳄专属全能刻印,32 24 0 24 24 80,184,3971,
41715,5,伊莱专属全能刻印,35 24 0 24 24 75,182,3972,
41716,5,魔界沉溺,45 30 0 30 33 80,218,,41
41717,5,魔坠九幽,0 30 45 30 33 80,218,,41
41718,5,魔音悠扬,50 30 0 30 30 75,215,,41
41719,5,魔道迷途,0 30 50 30 30 75,215,,41
41720,5,魔噬苍生,35 35 0 35 25 85,215,,41
41721,5,魔心不屈,0 35 35 35 25 85,215,,41
41722,5,寒灵·喵九儿专属全能刻印,38 24 0 24 24 72,182,3973,
41723,5,月刃战姬专属全能刻印,35 24 0 24 24 72,179,3975,
41724,5,宇宙之眼,0 25 45 25 35 90,220,,61
41725,5,幻影圣手·菲克曼专属全能刻印,0 24 35 24 24 75,182,3977,
41726,5,克利奥专属全能刻印,30 24 0 24 20 78,176,3978,
41727,5,堕世之翼,65 25 0 25 35 85,235,,19
41728,5,炽魂·邪恶魔神专属全能刻印,32 24 0 24 25 75,180,3979,
41729,5,牌灵·中专属全能刻印,0 24 32 24 25 72,177,3980,
41730,5,灵·辰坤星魂专属全能刻印,0 25 32 25 25 78,185,3983,
41731,5,启灵元神专属全能刻印,0 30 50 30 36 85,231,3986,
41732,5,混沌·阿内斯专属全能刻印,35 24 0 24 24 75,182,3987,
41733,5,腊梅·花信专属全能刻印,0 22 30 22 22 70,166,3988,
41734,5,腊梅·花信专属全能刻印S,0 22 30 22 22 70,166,3988,
41735,5,洛琦专属全能刻印,0 24 35 24 24 75,182,3989,
41736,5,特那维斯专属全能刻印,35 24 0 24 24 75,182,3990,
41737,5,欧维帕德专属全能刻印,35 25 0 25 25 75,185,3991,
41738,5,欣欣专属全能刻印,0 23 32 23 23 72,173,3992,
41739,5,四九神光,60 28 0 28 30 80,226,,49
41740,5,四九威能,0 28 60 28 30 80,226,,49
41741,5,暴乱·格劳瑞专属全能刻印,38 25 0 25 25 75,188,3994,
41742,3,新春之禧,75 45 0 45 0 0,165,,63
41743,3,新春之岁,0 45 75 45 0 0,165,,63
41744,3,新春之祥,50 0 50 0 0 80,180,,63
41745,3,新春之瑞,50 0 50 0 35 0,135,,63
41746,5,缪斯印记,0 25 45 25 30 90,215,,15
41747,5,雷伊印记,40 25 0 25 35 90,215,,15
41748,5,盖亚印记,50 25 0 25 30 85,215,,15
41749,5,布莱克印记,30 40 0 40 25 80,215,,15
41750,5,卡修斯印记,30 30 0 30 25 100,215,,15
41751,5,魔君遗怨,0 30 45 30 40 90,235,,23
41752,5,魔·战之振奋,45 25 0 25 36 85,216,,41
41753,5,魔·战之离群,0 25 45 25 36 85,216,,41
41754,5,魔·战之庇佑,35 30 0 30 25 100,220,,41
41755,5,魔·战之生长,0 30 35 30 25 100,220,,41
41756,5,飒雷孤影·喵佐专属全能刻印,38 24 0 24 24 78,188,3999,
41757,5,无上·万魔天尊专属全能刻印,0 30 40 30 30 80,210,4001,
41758,5,御象灵尊专属全能刻印,35 25 0 25 25 80,190,4002,
41759,5,御象灵尊专属全能刻印α,50 30 0 30 40 90,240,4002,
41760,5,丽芙专属全能刻印,35 24 0 24 24 75,182,4003,
41761,5,圣光格劳瑞专属全能刻印,38 25 0 25 26 78,192,4004,
41762,5,檀杏·花信专属全能刻印,0 22 30 22 22 70,166,4005,
41763,5,檀杏·花信专属全能刻印S,0 22 30 22 22 70,166,4005,
41764,5,花市灯如昼,0 25 45 25 25 75,195,,52
41765,5,千门万灯明,45 25 0 25 25 75,195,,52
41766,5,行歌尽落梅,0 35 25 35 25 75,195,,52
41767,5,元宵欢游好,25 35 0 35 25 75,195,,52
41768,5,幻尘·蜜雪儿专属全能刻印,0 24 38 24 24 80,190,4007,
41769,5,甜蜜宵宵专属全能刻印,0 22 32 22 22 72,170,4008,
41770,5,黯翼游侠专属全能刻印,32 24 0 24 24 75,179,4009,
41771,5,布姆殿下专属全能刻印,0 22 32 22 22 72,170,4010,
41772,5,天幕神龙专属全能刻印,35 25 0 25 25 78,188,4012,
41773,5,云华专属全能刻印,0 24 35 24 24 75,182,4014,
41774,5,佰世桐专属全能刻印,0 20 25 20 20 65,150,4015,
41775,5,千单专属全能刻印,35 24 0 24 24 75,182,4016,
41776,5,圣辰之铠专属全能刻印,38 25 0 25 25 78,191,4017,
41777,5,夭桃·花信专属全能刻印,0 22 30 22 22 70,166,4018,
41778,5,夭桃·花信专属全能刻印S,0 22 30 22 22 70,166,4018,
41779,5,余歆专属全能刻印,0 24 32 24 24 72,176,4019,
41780,5,哀狂达尔专属全能刻印,38 24 0 24 24 75,185,4020,
41781,5,寒冰境使·凯瑟琳专属全能刻印,35 24 0 24 24 75,182,4021,
41782,5,莉莲娜德专属全能刻印,35 24 0 24 24 75,182,4022,
41783,3,勋·跃动,40 40 0 40 0 0,120,,35
41784,3,勋·奇象,0 40 40 40 0 0,120,,35
41785,3,勋·战意,40 20 0 0 0 60,120,,35
41786,3,勋·绝息,0 0 40 20 0 60,120,,35
41787,4,勋之辉芒,40 20 0 20 0 65,145,,35
41788,4,勋之荣光,0 20 40 20 0 65,145,,35
41789,4,勋之契约,20 30 0 30 0 65,145,,35
41790,4,勋之灵韵,0 30 20 30 0 65,145,,35
41791,5,哀目黑子专属全能刻印,0 24 36 24 24 75,183,4023,
41792,5,地葬界神专属全能刻印,0 28 32 28 22 78,188,4024,
41793,5,泰坦之力β,35 15 0 15 15 50,130,,17
41794,5,泰坦之心β,15 30 0 30 15 50,140,,17
41795,5,泰坦之光β,0 30 15 30 15 50,140,,17
41796,5,泰坦之魂β,0 15 35 15 15 50,130,,17
41797,5,泰坦之魄β,20 15 0 15 15 70,135,,17
41798,5,泰坦之威β,0 15 20 15 15 70,135,,17
41799,5,哀影疾风专属全能刻印,0 24 38 24 25 75,186,4025,
41800,5,神鹿仙子专属全能刻印,0 24 32 24 24 75,179,4027,
41801,5,梵清兽灵专属全能刻印,32 22 0 22 22 72,170,4029,
41802,5,瀚海界神专属全能刻印,0 24 35 24 24 80,187,4030,
41803,5,芳馥·清酒专属全能刻印,32 24 0 24 24 75,179,4031,
41804,5,六界御神专属全能刻印,38 24 0 24 24 78,188,4032,
41805,5,蔷薇·花信专属全能刻印,0 22 30 22 22 70,166,4033,
41806,5,蔷薇·花信专属全能刻印S,0 22 30 22 22 70,166,4033,
41807,5,森莎专属全能刻印,0 24 35 24 24 75,182,4034,
41808,5,邪影梦魇专属全能刻印,38 25 0 25 25 78,191,4035,
41809,5,清·烟雨叹,0 30 50 30 30 70,210,,30
41810,5,清·流霞引,50 30 0 30 30 70,210,,30
41811,5,清·萧暮愁,0 30 40 30 20 90,210,,30
41812,5,清·云归书,40 30 0 30 20 90,210,,30
41813,5,清·枫落华,40 25 40 25 35 0,165,,30
41814,5,天玄界神专属全能刻印,35 24 0 24 28 75,186,4037,
41815,5,克里斯托专属全能刻印,38 24 0 24 24 78,188,4038,
41816,5,伊西普专属全能刻印,32 24 0 24 24 75,179,4040,
41817,5,花忻专属全能刻印,0 24 32 24 24 72,176,4042,
41818,5,环·回响专属全能刻印,0 24 35 24 24 78,185,4043,
41819,5,异空·堕世,50 25 0 25 25 75,200,,53
41820,5,异空·宿命,35 30 0 30 20 85,200,,53
41821,5,异空·幻影,40 30 0 30 20 90,210,,53
41822,5,异空·深渊,0 25 50 25 25 75,200,,53
41823,5,异空·回响,0 30 35 30 20 85,200,,53
41824,5,异空·执念,0 30 40 30 20 90,210,,53
41825,5,德拉蒙德专属全能刻印,32 24 0 24 20 75,175,4047,
41826,5,幻境界神专属全能刻印,0 24 35 24 24 80,187,4048,
41827,5,时空界神专属全能刻印,0 24 38 24 26 75,187,4050,
41828,5,春之契约,0 30 50 30 25 95,230,,64
41830,5,秋之契约,0 25 40 25 25 115,230,,64
41831,5,夏之契约,0 30 45 30 40 85,230,,64
41829,5,冬之契约,0 45 25 45 25 90,230,,64
41832,5,丹若·花信专属全能刻印,0 22 30 22 22 70,166,4052,
41833,5,丹若·花信专属全能刻印S,0 22 30 22 22 70,166,4052,
41834,5,蒂娜专属全能刻印,0 24 35 24 24 75,182,4053,
41835,5,环·木心专属全能刻印,0 24 36 24 25 75,184,4054,
41836,5,狄更斯雷专属全能刻印,38 24 0 24 24 75,185,4055,
41837,5,魅·夜翼专属全能刻印,0 24 32 24 24 75,179,4057,
41838,5,魏武帝·曹操专属全能刻印,38 25 0 25 25 78,191,4058,
41839,5,岚专属全能刻印,32 23 0 23 23 72,173,4059,
41840,5,法莉专属全能刻印,0 30 35 30 20 75,190,4061,
41841,5,清·炫羽专属全能刻印,0 24 32 24 24 75,179,4064,
41842,5,笆拉专属全能刻印,0 24 35 24 24 75,182,4065,
41843,5,清荷·花信专属全能刻印,30 22 0 22 22 70,166,4066,
41844,5,清荷·花信专属全能刻印S,30 22 0 22 22 70,166,4066,
41845,5,赛克迈特专属全能刻印,38 24 0 24 24 76,186,4067,
41846,5,苍穹之望·艾希丝专属全能刻印,0 25 38 25 25 80,193,4068,
41847,5,缥缈幽芙专属全能刻印,0 24 35 24 24 75,182,4069,
41848,5,愿专属全能刻印,30 20 0 20 20 70,160,4070,
41849,5,星愿·奇迹,45 25 0 25 35 90,220,,54
41850,5,星愿·守护,0 25 45 25 35 90,220,,54
41851,5,星愿·梦想,55 25 0 25 30 85,220,,54
41852,5,星愿·永恒,0 25 55 25 30 85,220,,54
41853,5,星愿·羁绊,30 35 0 35 25 95,220,,54
41854,5,星愿·觉醒,0 35 30 35 25 95,220,,54
41855,5,环·龙裔专属全能刻印,35 24 0 24 24 80,187,4072,
41856,5,卡巴咔吧专属全能刻印,0 22 35 22 24 75,178,4073,
41857,5,贝基拉专属全能刻印,32 24 0 24 24 75,179,4074,
41858,5,混沌界神专属全能刻印,36 24 0 24 24 78,186,4075,
41859,5,喋血·哀影疾风专属全能刻印,0 25 38 25 30 75,193,4078,
41860,5,凤仙·花信专属全能刻印,30 22 0 22 22 70,166,4079,
41861,5,凤仙·花信专属全能刻印S,30 22 0 22 22 70,166,4079,
41862,5,迦曼吉专属全能刻印,0 24 35 24 24 78,185,4080,
41863,5,卡娜专属全能刻印,35 24 0 24 24 75,182,4081,
41864,5,苏格尔专属全能刻印,0 24 35 24 24 78,185,4082,
41865,5,冰·寒凌专属全能刻印,0 24 32 24 24 75,179,4084,
41866,5,凯布利专属全能刻印,32 25 0 25 20 80,182,4085,
41867,5,瑞德专属全能刻印,32 23 0 23 23 72,173,4086,
41868,5,葱葱子专属全能刻印,32 22 0 22 22 72,170,4087,
41869,5,环·圣芒专属全能刻印,0 25 32 25 22 80,184,4088,
41870,5,阿佩普专属全能刻印,38 24 0 24 24 75,185,4090,
41871,5,诶西欧专属全能刻印,0 24 35 24 24 75,182,4092,
41872,5,夏·甘雨,0 30 45 30 30 70,205,,44
41873,5,夏·爽风,45 30 0 30 30 70,205,,44
41874,5,夏·烈日,0 25 45 25 20 90,205,,44
41875,5,夏·惊雷,45 25 0 25 20 90,205,,44
41876,5,塞娅专属全能刻印,0 24 35 24 24 75,182,4093,
41877,5,樱专属全能刻印,32 23 0 23 23 72,173,4094,
41878,5,玉桂·花信专属全能刻印,30 22 0 22 22 70,166,4095,
41879,5,玉桂·花信专属全能刻印S,30 22 0 22 22 70,166,4095,
41880,5,月牙之刃专属全能刻印,38 24 0 24 24 75,185,4096,
41881,2,瀚宇·彗,75 0 0 0 35 0,110,,19
41882,3,瀚宇·环宙,75 40 0 40 0 0,155,,19
41883,4,瀚宇·炽星落,30 45 0 45 0 75,195,,19
41884,5,瀚宇·寒川之心,45 25 0 25 25 95,215,,19
41885,2,天启·彗,0 0 75 0 35 0,110,,19
41886,3,天启·环宙,0 40 75 40 0 0,155,,19
41887,4,天启·炽星落,0 45 30 45 0 75,195,,19
41888,5,天启·寒川之心,0 25 45 25 25 95,215,,19
41889,5,哀梦幻蝶专属全能刻印,0 24 35 24 25 75,183,4097,
41890,5,焰·绯云专属全能刻印,0 24 32 24 24 75,179,4101,
41891,5,海奎特专属全能刻印,35 24 0 24 24 78,185,4102,
41892,5,沉睡之眼专属全能刻印,0 25 38 25 25 80,193,4105,
41893,5,蘑茜专属全能刻印,30 24 0 24 20 72,170,4108,
41894,5,魔剪·塞泽丝专属全能刻印,35 24 0 24 24 75,182,4109,
41895,5,山菊·花信专属全能刻印,30 22 0 22 22 70,166,4110,
41896,5,山菊·花信专属全能刻印S,30 22 0 22 22 70,166,4110,
41897,5,忘忧专属全能刻印,0 24 35 24 25 75,183,4112,
41898,5,风之子·岚专属全能刻印,38 24 0 24 24 78,188,4113,
41899,5,科罗丽娜专属全能刻印,35 24 0 24 24 75,182,4114,
41900,5,马格纳专属全能刻印,35 24 0 24 24 75,182,4115,
41901,5,炎蛇之鳞,40 25 0 25 25 95,210,,55
41902,5,巨蟹之钳,50 25 0 25 25 80,205,,55
41903,5,沙城之甲,30 35 0 35 25 85,210,,55
41904,5,狮灵之吼,40 25 0 25 35 80,205,,55
41905,5,核天使专属全能刻印,35 24 0 24 24 80,187,4116,
41906,5,克莱芬斯专属全能刻印,0 24 32 24 20 75,175,4117,
41907,5,桑德克专属全能刻印,32 24 0 24 24 72,176,4118,
41908,5,查梅洛专属全能刻印,32 24 0 24 24 78,182,4119,
41909,5,涧溪水灵专属全能刻印,0 24 35 24 24 75,182,4120,
41910,5,卡勒丽铂专属全能刻印,0 24 38 24 28 72,186,4122,
41911,5,莫丽专属全能刻印,35 24 0 24 24 75,182,4123,
41912,5,木莲·花信专属全能刻印,30 22 0 22 22 70,166,4124,
41913,5,木莲·花信专属全能刻印S,30 22 0 22 22 70,166,4124,
41914,5,洪荒·列奥尼达专属全能刻印,38 24 0 24 24 80,190,4125,
41915,5,乌拉诺斯专属全能刻印,0 24 38 24 26 78,190,4126,
41916,5,仙宫月兔专属全能刻印,0 24 35 24 24 75,182,4127,
41917,5,魅妖辛克斯专属全能刻印,0 24 35 24 25 75,183,4132,
41918,5,迪瓦茨专属全能刻印,35 24 0 24 24 72,179,4134,
41919,5,愈灵·克丽娅专属全能刻印,0 26 32 26 24 76,184,4135,
41920,5,坚盾·瓦尔德专属全能刻印,32 30 0 30 22 72,186,4137,
41921,5,山茶·花信专属全能刻印,30 22 0 22 22 70,166,4139,
41922,5,山茶·花信专属全能刻印S,30 22 0 22 22 70,166,4139,
41923,5,玄妖专属全能刻印,35 24 0 24 24 75,182,4140,
41924,5,夜使·库帕帕专属全能刻印,0 24 38 24 25 75,186,4141,
41925,5,布莱德曼专属全能刻印,0 24 35 24 25 75,183,4143,
41926,5,克鲁斯汀专属全能刻印,35 22 0 22 26 72,177,4145,
41927,5,潜隐灵蛇专属全能刻印,32 24 0 24 24 75,179,4146,
41928,5,月冕专属全能刻印,36 24 0 24 24 76,184,4147,
41929,5,圣·真我,0 30 45 30 25 100,230,,16
41930,5,拂晓兔专属全能刻印,0 20 30 20 20 70,160,4150,
41931,5,奇莉奈专属全能刻印,0 24 35 24 24 75,182,4151,
41932,5,晓·勇气之光,40 25 0 25 35 80,205,,56
41933,5,晓·净化之心,0 25 40 25 35 80,205,,56
41934,5,晓·誓言之约,30 35 0 35 25 80,205,,56
41935,5,晓·永恒之月,0 35 30 35 25 80,205,,56
41936,5,涵双专属全能刻印,0 24 35 24 24 75,182,4152,
41937,5,金吉娜专属全能刻印,0 24 35 24 24 75,182,4153,
41938,5,水仙·花信专属全能刻印,0 22 30 22 22 70,166,4154,
41939,5,水仙·花信专属全能刻印S,0 22 30 22 22 70,166,4154,
41940,5,岩天使专属全能刻印,30 28 0 28 20 78,184,4155,
41941,5,灰羽苍兽专属全能刻印,35 24 0 24 28 75,186,4156,
41942,5,忆海初潮生,0 25 50 25 25 95,220,,35
41943,5,忆梅下西洲,50 25 0 25 25 95,220,,35
41944,5,常之绝念,0 30 50 30 25 85,220,,62
41945,5,柯鼠斯基专属全能刻印,32 22 0 22 22 72,170,4159,
41946,5,奇米奈专属全能刻印,0 24 35 24 24 75,182,4160,
41947,5,扎尔贝隆专属全能刻印,0 26 32 26 20 75,179,4161,
41948,5,RT20专属全能刻印,32 22 0 22 22 72,170,4162,
41949,5,逆魂·佩特菲德专属全能刻印,35 25 0 25 22 80,187,4163,
41950,5,序天使专属全能刻印,36 24 0 24 28 72,184,4165,
41951,5,滢心专属全能刻印,35 24 0 24 24 75,182,4166,
41952,5,查梅洛尼达专属全能刻印,35 24 0 24 24 80,187,4167,
41953,5,蒙图拉专属全能刻印,32 22 0 22 22 72,170,4168,
41954,5,蒙图拉专属全能刻印S,32 22 0 22 22 72,170,4168,
41955,5,弑序神罗专属全能刻印,0 30 50 30 36 85,231,4169,
41956,5,埃格尔斯专属全能刻印,0 24 38 24 24 75,185,4170,
41957,5,雪莉专属全能刻印,0 24 35 24 24 75,182,4172,
41958,5,虹雨·茜尔专属全能刻印,0 24 38 24 24 75,185,4173,
41959,5,地葬印记,0 35 35 35 25 85,215,,42
41960,5,瀚海印记,0 25 40 25 30 95,215,,42
41961,5,天玄印记,45 20 0 20 35 95,215,,42
41962,5,幻境印记,0 30 45 30 25 85,215,,42
